,,,,,,,,,,,,,,
,ap@1000,Pearson's,0.5053,0.4884,-0.3030,-0.3030,-0.1573,-0.1733,0.0719,0.0853,0.4093,0.4069,0.2072,0.1160
,,Kendall's,0.3267,0.3205,-0.2047,-0.2047,-0.0498,-0.0468,0.1199,0.0825,0.3071,0.2728,0.1194,0.0755
QID,ap@100,ap@1000,MaxIDF,AvgIDF,AvQC,AVQCG,SumSCQ,MaxSCQ,AvgSCQ,SumVAR,AvgVAR,MaxVAR,AvP,AvNP
1037798,0.2531,0.2529,6.338632,6.1228313,0.63143,0.18943,136.17560,69.43040,68.08780,4.36335,2.18167,2.45286,0.22222,0.33333
104861,0.1151,0.2495,6.1975436,5.2205167,0.85755,0.25727,251.46324,69.75180,62.86581,9.96878,2.49220,3.37057,0.23810,0.50000
1063750,0.002,0.003,9.940564,7.0421224,0.51020,0.15306,200.53471,72.75429,66.84490,7.47378,2.49126,3.46908,0.33333,0.77778
1103812,0.1518,0.2802,7.430164,4.6072454,0.68980,0.20694,220.41062,72.47209,55.10266,6.37936,1.59484,2.28083,0.46667,0.63636
1106007,0.0228,0.041,8.171358,6.304389,0.32408,0.09722,131.64716,75.03796,65.82358,4.67036,2.33518,3.39268,0.28571,1.00000
1110199,0.1305,0.1117,7.5885186,7.5763793,0.82612,0.24784,151.53304,76.47748,75.76652,8.13853,4.06926,4.37959,1.00000,1.00000
1112341,0.0608,0.1649,8.074921,4.8718576,0.59408,0.17822,228.40334,75.58626,57.10084,7.71870,1.92967,3.86091,0.23529,0.32000
1113437,0.0872,0.1431,8.416858,6.0400596,0.70340,0.21102,195.20065,75.62466,65.06688,6.80528,2.26843,3.88693,0.33333,0.66667
1114646,0.4839,0.5236,11.90066,8.890208,0.31592,0.09478,129.16745,66.28292,64.58372,5.12845,2.56423,3.53876,0.62500,1.00000
1114819,0.2113,0.6167,6.530719,5.387407,0.45306,0.13592,188.06510,69.20827,62.68837,4.38998,1.46333,1.68703,0.54545,1.00000
1115776,0.3143,0.3129,9.554057,8.141832,0.67020,0.20106,147.48672,75.72541,73.74336,7.60755,3.80378,4.57610,0.71429,0.71429
1117099,0.0898,0.1279,6.351972,5.12037,0.86163,0.25849,122.60101,70.47136,61.30051,4.44371,2.22186,3.11593,0.15625,0.27778
1121402,0.8017,0.8212,8.803575,7.0800605,0.63918,0.19176,206.34696,75.78787,68.78232,8.89999,2.96666,4.21700,0.14706,0.41667
1121709,0,0.0058,4.347233,4.347233,0.99510,0.29853,57.37357,57.37357,57.37357,2.17179,2.17179,2.17179,0.71429,0.83333
1124210,0.6914,0.9257,11.112202,7.136334,0.75429,0.22629,114.91650,69.92440,57.45825,6.14353,3.07177,5.08871,0.19048,0.26667
1129237,0.2467,0.3482,5.9031296,5.0005383,0.83565,0.25069,185.10308,68.13300,61.70103,6.87460,2.29153,2.75738,0.25000,0.41176
1133167,0.2552,0.5356,7.756731,6.169873,0.76367,0.22910,134.48241,75.03755,67.24120,5.98935,2.99468,3.61522,0.33333,0.66667
130510,0.8053,0.8413,10.7118,8.685753,0.75224,0.22567,142.34325,71.39301,71.17163,7.37862,3.68931,4.34641,0.40000,0.40000
131843,0.329,0.3208,12.776128,12.776128,0.15217,0.04565,58.01415,58.01415,58.01415,5.48560,5.48560,5.48560,1.00000,1.00000
146187,0.5787,0.5952,12.6277075,7.875021,0.50142,0.15043,249.65248,73.98260,62.41312,11.30683,2.82671,4.46041,0.17778,0.28571
148538,0.0977,0.2256,8.357769,6.5546875,0.84544,0.25363,205.04269,76.52256,68.34756,8.85221,2.95074,4.14705,0.45455,0.50000
156493,0.4293,0.6835,8.752206,6.5282364,0.84204,0.25261,134.22324,78.24517,67.11162,6.56256,3.28128,4.96033,0.11111,0.60000
168216,0.346,0.9106,11.06775,9.365988,0.73415,0.22024,216.28651,74.75765,72.09550,12.18097,4.06032,4.96643,0.45455,0.55556
182539,0.7824,0.7677,9.98865,7.006228,0.60449,0.18135,125.76602,72.14209,62.88301,5.03060,2.51530,3.44580,0.21053,0.26667
183378,0.2006,0.5745,9.790446,6.7106113,0.67347,0.20204,197.37337,75.78764,65.79112,8.36895,2.78965,5.03432,0.50000,0.60000
19335,0.3643,0.3686,8.435444,5.8232636,0.95048,0.28514,190.80222,75.77730,63.60074,7.37167,2.45722,4.08020,0.80000,0.80000
207786,0.0936,0.1925,7.180525,5.2946706,0.84463,0.25339,188.94574,76.01945,62.98191,8.19952,2.73317,4.43868,0.27273,1.00000
264014,0.163,0.2999,7.397706,4.935011,0.84857,0.25457,237.96538,76.32733,59.49134,9.04807,2.26202,4.38356,0.17073,0.28000
359349,0.4028,0.5061,12.331442,8.353901,0.71711,0.21513,191.28983,78.48029,63.76328,13.65136,4.55045,6.87842,0.25000,0.50000
405717,0.3035,0.3412,10.727145,6.556165,0.72367,0.21710,258.78985,71.83938,64.69746,12.70751,3.17688,5.20735,0.35294,0.46154
443396,0.0015,0.0163,8.026338,6.4761662,0.55020,0.16506,201.35884,74.05321,67.11961,7.17691,2.39230,2.85603,1.00000,1.00000
451602,0.0735,0.1198,7.2380066,6.245078,0.80857,0.24257,135.75424,72.82555,67.87712,4.64644,2.32322,2.85612,0.28571,0.40000
47923,0.2194,0.3334,8.76589,6.81271,0.72947,0.21884,344.78261,75.65614,68.95652,15.06301,3.01260,3.91087,0.54545,0.54545
489204,0.012,0.0253,7.068353,5.5431223,0.86776,0.26033,127.17736,72.69620,63.58868,5.10760,2.55380,3.03607,0.08889,0.26667
490595,0.3157,0.3576,9.593086,6.048795,0.68626,0.20588,187.06682,76.08224,62.35561,8.01010,2.67003,4.98647,0.12500,0.17647
527433,0.1296,0.1433,10.438175,8.589882,0.53741,0.16122,222.84310,76.48010,74.28103,12.44529,4.14843,4.93048,0.57143,0.80000
573724,0.4194,0.5086,4.564688,4.171545,0.79755,0.23927,164.30717,58.51606,54.76906,4.62897,1.54299,1.96803,0.50000,0.87500
833860,0.1116,0.1249,7.27585,5.052592,0.92163,0.27649,178.51473,72.59891,59.50491,5.93296,1.97765,2.64832,0.34783,0.66667
855410,0.8042,0.95,14.203244,14.203244,0.30000,0.09000,40.16104,40.16104,40.16104,3.98853,3.98853,3.98853,0.71429,1.00000
87181,0.5179,0.6346,8.88676,7.033985,0.64707,0.19412,205.37619,74.63832,68.45873,8.22892,2.74297,3.45418,0.33333,0.55556
87452,0.2017,0.2768,7.0592318,6.1889563,0.90327,0.27098,136.90058,73.22105,68.45029,5.39006,2.69503,3.36919,0.50000,0.80000
915593,0.2133,0.4064,9.619979,6.825632,0.62265,0.18680,256.83279,74.36189,64.20820,11.26131,2.81533,3.77918,0.31818,0.46667
962179,0.0163,0.1099,8.6349,5.9026723,0.50395,0.15118,188.30038,74.61363,62.76679,6.60047,2.20016,3.23732,0.54545,0.54545
1030303,0.8135,0.7052,12.123802,11.3930435,0.05265,0.01579,134.72480,69.98378,67.36240,9.90929,4.95465,6.34448,1.00000,1.00000
1037496,0.7366,0.7311,11.625556,9.428644,0.35429,0.10629,138.92577,72.68813,69.46288,7.28425,3.64213,4.45159,0.80000,0.80000
1043135,0.2512,0.3078,8.081483,6.2536983,0.41939,0.12582,269.40046,73.89465,67.35012,8.59702,2.14926,2.77067,0.60000,0.66667
1051399,0.029,0.0269,8.374789,6.4858847,0.76429,0.22929,275.38022,74.68281,68.84505,10.31790,2.57947,3.23451,0.31250,0.33333
1064670,0.5309,0.5243,8.961497,7.125229,0.48354,0.14506,210.42667,74.60239,70.14222,7.82725,2.60908,3.42958,0.20000,0.40000
1071750,0.5074,0.5381,8.237525,6.7635474,0.52767,0.15830,352.36814,74.30010,70.47363,12.76562,2.55312,3.01929,0.36000,0.37500
1105792,0.6913,0.7303,12.903961,12.903961,0.16190,0.04857,64.36768,64.36768,64.36768,8.43225,8.43225,8.43225,1.00000,1.00000
1106979,0.5725,0.6215,11.082349,7.1873765,0.64925,0.19478,196.93088,70.80242,65.64363,9.57635,3.19212,5.73035,0.37500,0.66667
1108651,0.0401,0.0489,5.493394,4.8453083,0.78367,0.23510,120.17841,64.89166,60.08920,3.86355,1.93177,2.15289,0.09091,0.25000
1109707,0.1729,0.2501,5.6958656,5.262826,0.84265,0.25280,254.45884,68.02119,63.61471,9.39714,2.34929,3.41994,0.13462,0.30435
1110678,0.2024,0.3849,9.976411,9.976411,0.07265,0.02180,72.53753,72.53753,72.53753,3.49185,3.49185,3.49185,1.00000,1.00000
1113256,0.593,0.614,10.624366,7.854025,0.69755,0.20927,274.01860,73.38025,68.50465,15.16227,3.79057,5.40257,0.25926,0.36842
1115210,0.475,0.4702,10.913599,9.2465,0.32653,0.09796,143.09707,73.63273,71.54854,7.33494,3.66747,4.33765,0.23810,0.31250
1116380,0.0907,0.1212,10.5878315,7.655895,0.51388,0.15416,131.40568,71.28758,65.70284,6.60069,3.30035,4.41221,0.27273,0.30000
1121353,0.1837,0.2496,7.0308194,6.0473146,0.71714,0.21514,265.14149,72.23163,66.28537,9.74088,2.43522,3.05466,0.21429,0.46154
1122767,0.3824,0.4741,10.137071,6.7070785,0.84000,0.25200,197.44966,76.19897,65.81655,10.19236,3.39745,5.77077,0.80000,1.00000
1127540,0.8144,0.7698,11.867869,11.867869,0.02776,0.00833,63.96074,63.96074,63.96074,4.45019,4.45019,4.45019,1.00000,1.00000
1131069,0.1378,0.1345,8.931955,6.716509,0.49442,0.14833,204.92497,74.96555,68.30832,7.29870,2.43290,3.69046,1.00000,1.00000
1132532,0.163,0.25,6.729607,4.6241136,0.78596,0.23579,290.18951,71.76131,58.03790,10.49276,2.09855,3.03145,0.23810,0.50000
1133579,0.5819,0.666,7.6721234,5.240673,0.75973,0.22792,180.55295,73.76906,60.18432,6.15828,2.05276,2.95399,0.17241,0.35714
1136043,0.142,0.1694,8.1236925,5.873113,0.69551,0.20865,193.93528,74.22370,64.64509,7.04446,2.34815,2.91808,0.35294,0.37500
1136047,0.1745,0.1752,5.8257346,4.4531193,0.95412,0.28624,283.42585,66.39007,56.68517,8.27760,1.65552,1.97669,0.16949,0.20000
1136962,0.5526,0.5836,11.677516,5.824941,0.68606,0.20582,421.30658,72.29088,60.18665,16.17349,2.31050,5.05572,0.11712,0.25000
118440,0.0009,0.004,10.556924,7.341185,0.49306,0.14792,126.00318,71.58087,63.00159,5.92458,2.96229,4.41448,0.57143,0.57143
121171,0.3435,0.6817,9.685085,9.685085,0.38449,0.11535,74.25723,74.25723,74.25723,4.09506,4.09506,4.09506,1.00000,1.00000
135802,0.7478,0.7944,11.704544,11.704544,0.04163,0.01249,65.20496,65.20496,65.20496,4.86656,4.86656,4.86656,1.00000,1.00000
141630,0.2144,0.3962,4.893013,4.2781444,0.79986,0.23996,334.01059,61.38093,55.66843,10.57269,1.76211,2.69958,0.14493,0.38462
156498,0.1334,0.2027,7.35153,5.8581247,0.62796,0.18839,264.66644,72.88985,66.16661,9.61488,2.40372,2.74288,0.15625,0.71429
169208,0.5407,0.4896,6.556731,5.106671,0.83918,0.25176,187.04011,70.33204,62.34670,7.49977,2.49992,2.63186,0.20000,0.85714
174463,0.0043,0.0077,6.6157646,4.75332,0.73197,0.21959,174.00650,69.54958,58.00217,5.84508,1.94836,2.75502,0.15000,0.15789
23849,0.0048,0.0171,7.228765,4.707118,0.82551,0.24765,229.21914,73.21433,57.30478,7.46865,1.86716,3.11157,0.38462,0.45455
258062,0.0137,0.1182,7.172534,5.2243958,0.78163,0.23449,245.06897,72.71891,61.26724,8.84162,2.21040,3.24052,0.11392,0.50000
